,timestamp,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,I006,I010,I011,I012,L001,L002,L003,L004,L005,L006,L007,L008,L009,L010,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,P001,T001,T002,T003,T004,T005
51,2009-06-03 02:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0,455.666666667,21.8333333333,22.5416666667,24.0416666667,24.5,26.0
52,2009-06-03 03:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1360.5,21.5,22.3333333333,23.8333333333,24.1666666667,25.5
53,2009-06-03 04:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,363.066666667,21.2916666667,22.0,23.5,23.875,25.375
54,2009-06-03 05:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,475.320689655,21.0,21.6666666667,23.2083333333,23.5,25.0
55,2009-06-03 06:00:03,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,32,8,16,12,2,3,5,0,5,6,14,6,5,0,1901.89090909,20.8333333333,21.5,23.0,23.2916666667,24.6666666667
56,2009-06-03 07:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,0,,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,71,30,6,0,6,0,0,6,6,8,6,9,13,2,0,2,1,0,0,2,8,24,8,1,0,6,14,16,138,23,13,19,13,20,2,4388.2462069,20.7916666667,22.9583333333,22.9583333333,22.8333333333,24.5
57,2009-06-03 08:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,0,,1,0,,1,22,10,6,3,1,13,16,15,9,52,1,3,33,26,14,13,13,7,4,2,8,8,19,5,5,4,5,6,8,0,0,0,0,0,0,0,2,1,0,0,0,4,8,6,271,11,0,1,2,10,1,1008.38928571,20.6666666667,22.1666666667,22.5,22.0,24.4583333333
58,2009-06-03 09:00:03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,,,,0,,0,,1,0,,1,38,25,4,0,1,11,64,54,28,4,0,0,28,37,27,33,78,32,15,2,18,13,30,17,16,15,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,13,1339.01139241,21.7916666667,25.6666666667,22.2916666667,21.2916666667,25.0
59,2009-06-03 10:00:03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,0,,0,,1,0,,1,18,7,0,0,0,21,55,32,19,13,0,0,64,33,27,25,78,26,4,0,8,6,15,7,15,10,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1950.58947368,23.25,26.75,22.9166666667,22.625,26.25
60,2009-06-03 11:00:03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,0,,0,,1,0,,1,15,4,0,0,0,3,22,19,12,10,3,3,35,19,18,29,55,29,18,2,22,14,20,15,15,14,14,16,14,3,0,0,0,0,0,5,0,0,0,0,0,9,21,16,119,38,8,6,7,20,1,2716.02272727,24.7083333333,26.625,24.125,24.0833333333,26.2083333333
61,2009-06-03 12:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,2,0,2,0,0,2,2,3,2,3,2,0,0,0,0,0,0,0,2,5,3,8,15,1,4,4,232,0,0,0,0,6,0,875.451612903,25.375,25.0,24.9583333333,25.0416666667,26.125
62,2009-06-03 13:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,0,0,1,0,,1,7,2,0,0,37,11,9,7,5,10,1,0,2,2,4,4,4,3,3,0,6,3,4,6,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,227,0,0,0,0,3,0,1052.8,25.5416666667,24.9166666667,25.75,26.2916666667,26.5833333333
63,2009-06-03 14:00:03,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,,,,,0,,0,0,0,0,,1,24,27,12,2,52,19,24,27,19,32,5,2,76,36,22,29,55,37,23,1,30,25,28,17,12,6,5,8,3,0,0,0,0,0,0,0,2,2,2,2,4,10,8,0,277,10,0,0,0,0,26,1601.93823529,26.0,28.4583333333,26.2083333333,27.2916666667,24.4583333333
64,2009-06-03 15:00:03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,0,,0,0,0,1,,1,23,31,4,0,5,41,42,35,24,8,4,2,75,57,40,35,69,14,1,0,5,8,25,5,40,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,177,3,0,0,0,0,7,2149.40958904,26.0,29.5416666667,26.5,27.75,24.1666666667
65,2009-06-03 16:00:03,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,,,,,0,,1,0,0,1,,1,22,4,0,0,0,13,39,20,18,11,4,3,143,39,24,27,71,24,5,0,8,6,17,8,38,10,4,4,5,0,0,0,0,0,0,0,6,9,4,4,7,4,4,0,109,0,0,0,0,0,4,2137.64390244,26.0,30.25,26.9583333333,28.0,25.0416666667
66,2009-06-03 17:00:03,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,,,,,0,,1,0,0,1,,1,27,5,0,0,0,1,20,37,21,3,2,0,21,24,16,35,79,21,19,3,30,12,24,33,30,10,10,30,15,0,0,0,0,0,0,0,2,3,2,7,3,6,44,41,129,14,5,4,19,45,6,2758.174,26.0,29.7083333333,27.3333333333,27.9166666667,26.7916666667
