,timestamp,task,AD1-A,AD1-B,AD1-C,D03,D05,D07,D08,D09,D10,D12,D14,D15,I03,L04,L06,L09,L10,L11,L12,L13,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51
35,1233562516.0,"(8, 8)",2.80582,0.0371099,0.0455085,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1233563116.0,"(8, 8)",2.80582,0.0371099,0.0455085,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1233563716.0,"(8, 8)",2.80582,0.0371099,0.0455085,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1233564316.0,"(2, 2)",2.80582,0.0439069,0.0357037,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1233564916.0,"(2, 2)",2.80418,0.0439069,0.0357037,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1233565516.0,"(2, 2)",2.80418,0.0439069,0.0357037,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1233566116.0,"(2, 2)",2.79887,0.035313,0.0345708,,,,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1233566716.0,"(2, 2)",2.81543,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1233567316.0,"(2, 2)",2.79653,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1233567916.0,"(2, 2)",2.79856,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1233568516.0,"(8, 2)",2.80215,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1233569116.0,"(8, nan)",2.80215,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1233569716.0,"(8, nan)",2.80215,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1233570316.0,"(8, nan)",2.80215,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1233579916.0,"(4, nan)",2.80215,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1233580516.0,"(4, 3)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1233581116.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1233581716.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1233582316.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,1233582916.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1233583516.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1233584716.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1233585316.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1233585916.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1233586516.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1233587716.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1233588916.0,"(4, 4)",2.79793,0.0310161,0.037735,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,OFF,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
